"Órgão","Sigla","Unidade","Quantidade"
"SEE","SEE/SRE GValadares Esc43893S","Escola Estadual Professora Maria Assunção - Secretaria","26"
"SEE","SEE/SRE CLafaiete Esc193674","Escola Estadual Professora Maria Augusta Noronha","2"
"SEE","SEE/SRE CLafaiete Esc193674S","Escola Estadual Professora Maria Augusta Noronha - Secretaria","3"
"SEE","SEE/SRE Varginha Esc174769","Escola Estadual Professora Maria Augusta Vieira Correa","14"
"SEE","SEE/SRE Varginha Esc174769S","Escola Estadual Professora Maria Augusta Vieira Correa - Secretaria","8"
"SEE","SEE/SREB Esc1465","Escola Estadual Professora Maria Auxiliadora Lanna","18"
"SEE","SEE/SREB Esc1465S","Escola Estadual Professora Maria Auxiliadora Lanna - Secretaria","7"
"SEE","SEE/SREB Esc1902","Escola Estadual Professora Maria Belmira Trindade","15"
"SEE","SEE/SREB Esc1902S","Escola Estadual Professora Maria Belmira Trindade - Secretaria","18"
"SEE","SEE/SREA Esc2194","Escola Estadual Professora Maria Cecília de Melo","35"
"SEE","SEE/SREA Esc2194S","Escola Estadual Professora Maria Cecília de Melo - Secretaria","17"
"SEE","SEE/SREB Esc8664","Escola Estadual Professora Maria Coutinho","29"
"SEE","SEE/SREC Esc2445","Escola Estadual Professora Maria Coutinho","51"
"SEE","SEE/SREC Esc2445S","Escola Estadual Professora Maria Coutinho - Secretaria","87"
"SEE","SEE/SREB Esc8664S","Escola Estadual Professora Maria Coutinho - Secretaria","6"
"SEE","SEE/SRE PousoAlegre Esc54763","Escola Estadual Professora Maria da Conceição Moraes","12"
"SEE","SEE/SRE PousoAlegre Esc54763S","Escola Estadual Professora Maria da Conceição Moraes - Secretaria","3"
"SEE","SEE/SRE SLagoas Esc311189","Escola Estadual Professora Maria da Conceição Silva","14"
"SEE","SEE/SRE SLagoas Esc311189S","Escola Estadual Professora Maria da Conceição Silva - Secretaria","4"
"SEE","SEE/SRE Manhuaçu Esc75710","Escola Estadual Professora Maria da Glória Valle","8"
"SEE","SEE/SRE Manhuaçu Esc75710S","Escola Estadual Professora Maria da Glória Valle - Secretaria","1"
"SEE","SEE/SRE GValadares Esc354724","Escola Estadual Professora Maria Damázio de Barros Menezes","17"
"SEE","SEE/SRE GValadares Esc354724S","Escola Estadual Professora Maria Damázio de Barros Menezes - Secretaria","7"
"SEE","SEE/SRE Ituiutaba Escola196592","Escola Estadual Professora Maria de Barros","30"
"SEE","SEE/SRE Ituiutaba Esc196592S","Escola Estadual Professora Maria de Barros - Secretaria","26"
"SEE","SEE/SREB Esc9211","Escola Estadual Professora Maria de Magalhães Pinto","22"
"SEE","SEE/SREB Esc9211S","Escola Estadual Professora Maria de Magalhães Pinto - Secretaria","11"
"SEE","SEE/SRE Ouro Preto Esc351059","Escola Estadual Professora Maria do Carmo Almeida","31"
"SEE","SEE/SRE Ouro Preto Esc351059S","Escola Estadual Professora Maria do Carmo Almeida - Secretaria","16"
"SEE","SEE/SRE Uberaba Esc361356","Escola Estadual Professora Maria do Carmo Pires Rosa","16"
"SEE","SEE/SRE Uberaba Esc361356S","Escola Estadual Professora Maria do Carmo Pires Rosa - Secretaria","21"
"SEE","SEE/SREB Esc1309","Escola Estadual Professora Maria do Socorro Andrade","9"
"SEE","SEE/SREB Esc1309S","Escola Estadual Professora Maria do Socorro Andrade - Secretaria","1"
"SEE","SEE/SRE Diamantina Esc23311","Escola Estadual Professora Maria Edméia Pimenta de Meira","16"
"SEE","SEE/SRE Diamantina Esc23311S","Escola Estadual Professora Maria Edméia Pimenta de Meira - Secretaria","15"
"SEE","SEE/SRE MClaros Esc82660","Escola Estadual Professora Maria Eduarda Versiane Maia","13"
"SEE","SEE/SRE MClaros Esc82660S","Escola Estadual Professora Maria Eduarda Versiane Maia - Secretaria","13"
"SEE","SEE/SREA Esc10367","Escola Estadual Professora Maria Elizabeth Viana","23"
"SEE","SEE/SREA Esc10367S","Escola Estadual Professora Maria Elizabeth Viana - Secretaria","15"
"SEE","SEE/SRE Caratinga Esc19780","Escola Estadual Professora Maria Fontes","8"
"SEE","SEE/SRE Caratinga Esc19780S","Escola Estadual Professora Maria Fontes - Secretaria","4"
"SEE","SEE/SRE Januária Esc62570","Escola Estadual Professora Maria Gil de Almeida dos Santos","3"
"SEE","SEE/SRE Januária Esc62570S","Escola Estadual Professora Maria Gil de Almeida dos Santos - Secretaria","10"
"SEE","SEE/SRE Araçuaí Esc23426","Escola Estadual Professora Maria Gomes da Silva","15"
"SEE","SEE/SRE Araçuaí Esc23426S","Escola Estadual Professora Maria Gomes da Silva - Secretaria","13"
"SEE","SEE/SRE ParaMinas Esc32433","Escola Estadual Professora Maria Guerra","57"
"SEE","SEE/SRE Caratinga Esc20842","Escola Estadual Professora Maria Júlia Nunes de Oliveira","3"
"SEE","SEE/SRE SSParaíso Esc137502","Escola Estadual Professora Maria Leonor Nasser","24"
"SEE","SEE/SRE SSParaíso Esc137502S","Escola Estadual Professora Maria Leonor Nasser - Secretaria","10"
"SEE","SEE/SRE TOtoni Esc338834","Escola Estadual Professora Maria Lúcia Gomes Ribeiro","13"
"SEE","SEE/SRE TOtoni Esc338834S","Escola Estadual Professora Maria Lúcia Gomes Ribeiro - Secretaria","4"
"SEE","SEE/SRE MClaros Esc80900","Escola Estadual Professora Maria Machado","28"
"SEE","SEE/SRE MClaros Esc80900S","Escola Estadual Professora Maria Machado - Secretaria","22"
"SEE","SEE/SRE Divinópolis Esc202801","Escola Estadual Professora Maria Magalhães Pinto","17"
"SEE","SEE/SRE Divinópolis Esc202801S","Escola Estadual Professora Maria Magalhães Pinto - Secretaria","1"
"SEE","SEE/SREC Esc2461","Escola Estadual Professora Maria Muzzi Guastaferro","56"
"SEE","SEE/SREC Esc2461S","Escola Estadual Professora Maria Muzzi Guastaferro - Secretaria","43"
"SEE","SEE/SRE Varginha Esc305006","Escola Estadual Professora Maria Olímpia Oliveira","14"
"SEE","SEE/SRE Varginha Esc305006S","Escola Estadual Professora Maria Olímpia Oliveira - Secretaria","2"
"SEE","SEE/SRE Varginha Esc172987","Escola Estadual Professora Maria Rita Lisboa Pereira Santoro","67"
"SEE","SEE/SRE Varginha Esc172987S","Escola Estadual Professora Maria Rita Lisboa Pereira Santoro - Secretaria","2"
"SEE","SEE/SRE PousoAlegre Esc55662","Escola Estadual Professora Maria Roberto de Lima","12"
"SEE","SEE/SRE PousoAlegre Esc55662S","Escola Estadual Professora Maria Roberto de Lima - Secretaria","4"
"SEE","SEE/SRE Caratinga Esc20907","Escola Estadual Professora Maria Teixeira da Fonseca","18"
"SEE","SEE/SRE Caratinga Esc20907S","Escola Estadual Professora Maria Teixeira da Fonseca - Secretaria","33"
"SEE","SEE/SRE PousoAlegre Esc54771","Escola Estadual Professora Maria Vitorino de Souza","55"
"SEE","SEE/SRE PousoAlegre Esc54771S","Escola Estadual Professora Maria Vitorino de Souza - Secretaria","2"
"SEE","SEE/SRE PousoAlegre Esc56545","Escola Estadual Professora Mariana Pereira Fernandes","23"
"SEE","SEE/SRE PousoAlegre Esc56545S","Escola Estadual Professora Mariana Pereira Fernandes - Secretaria","1"
"SEE","SEE/SRE Pirapora Esc79715","Escola Estadual Professora Marieta Amorim Vieira","32"
"SEE","SEE/SRE Pirapora Esc79715S","Escola Estadual Professora Marieta Amorim Vieira - Secretaria","15"
"SEE","SEE/SRE Varginha Esc174718","Escola Estadual Professora Marieta Castro","13"
"SEE","SEE/SRE Varginha Esc174718S","Escola Estadual Professora Marieta Castro - Secretaria","14"
"SEE","SEE/SRE MClaros Esc81841","Escola Estadual Professora Marilda de Oliveira","18"
"SEE","SEE/SRE MClaros Esc81841S","Escola Estadual Professora Marilda de Oliveira - Secretaria","59"
"SEE","SEE/SRE Janaúba Esc212253","Escola Estadual Professora Marlene Carmo","6"
"SEE","SEE/SRE Janaúba Esc212253S","Escola Estadual Professora Marlene Carmo - Secretaria","74"
"SEE","SEE/SRE TOtoni Esc146781","Escola Estadual Professora Mílcia de Oliveira Abrantes","11"
"SEE","SEE/SRE TOtoni Esc146781S","Escola Estadual Professora Mílcia de Oliveira Abrantes - Secretaria","15"
"SEE","SEE/SREB Esc1988","Escola Estadual Professora Nair de Oliveira Santana","21"
"SEE","SEE/SREB Esc1988S","Escola Estadual Professora Nair de Oliveira Santana - Secretaria","11"
"SEE","SEE/SRE Uberaba Esc349313","Escola Estadual Professora Neide Oliveira Gomes","24"
"SEE","SEE/SRE Uberaba Esc349313S","Escola Estadual Professora Neide Oliveira Gomes - Secretaria","20"
"SEE","SEE/SRE Passos Esc115126","Escola Estadual Professora Neiva Maria Leite","5"
"SEE","SEE/SRE Passos Esc115126S","Escola Estadual Professora Neiva Maria Leite - Secretaria","7"
"SEE","SEE/SRE Janaúba Esc80624","Escola Estadual Professora Nha-Gui Azevedo","4"
"SEE","SEE/SRE Janaúba Esc80624S","Escola Estadual Professora Nha-Gui Azevedo - Secretaria","54"
"SEE","SEE/SREA Esc346284","Escola Estadual Professora Nhanita","13"
"SEE","SEE/SREA Esc346284S","Escola Estadual Professora Nhanita - Secretaria","13"
"SEE","SEE/SRE GValadares Esc44334","Escola Estadual Professora Nilce Dias dos Santos Pacheco","10"
"SEE","SEE/SRE GValadares Esc44334S","Escola Estadual Professora Nilce Dias dos Santos Pacheco - Secretaria","11"
"SEE","SEE/SREB Esc367826","Escola Estadual Professora Nilza Gomes Bergman","13"
"SEE","SEE/SREB Esc367826S","Escola Estadual Professora Nilza Gomes Bergman - Secretaria","18"
"SEE","SEE/SRE MClaros Esc80446","Escola Estadual Professora Nita Nassau","23"
"SEE","SEE/SRE MClaros Esc80446S","Escola Estadual Professora Nita Nassau - Secretaria","15"
"SEE","SEE/SRE CLafaiete Esc194000","Escola Estadual Professora Noemi Nogueira","10"
"SEE","SEE/SRE CLafaiete Esc194000S","Escola Estadual Professora Noemi Nogueira - Secretaria","7"
"SEE","SEE/SRE Varginha Esc172618","Escola Estadual Professora Norma de Brito Piedade Martins","21"
"SEE","SEE/SRE Varginha Esc172618S","Escola Estadual Professora Norma de Brito Piedade Martins - Secretaria","3"
"SEE","SEE/SRE Diamantina Esc24449","Escola Estadual Professora Odília Cândida de Sousa","14"
"SEE","SEE/SRE Diamantina Esc24449S","Escola Estadual Professora Odília Cândida de Sousa - Secretaria","16"
"SEE","SEE/SRE GValadares Esc42765","Escola Estadual Professora Ondina Pinto de Almeida","35"
"SEE","SEE/SRE GValadares Esc42765S","Escola Estadual Professora Ondina Pinto de Almeida - Secretaria","9"
"SEE","SEE/SRE Paracatu Esc108545","Escola Estadual Professora Orlinda Saraiva Simões","38"
"SEE","SEE/SRE Paracatu Esc108545S","Escola Estadual Professora Orlinda Saraiva Simões - Secretaria","11"
"SEE","SEE/SRE Patrocínio Esc310603","Escola Estadual Professora Ormy Araújo Amaral","2"
"SEE","SEE/SRE Patrocínio Esc310603S","Escola Estadual Professora Ormy Araújo Amaral - Secretaria","17"
"SEE","SEE/SRE Nova Era Esc103225","Escola Estadual Professora Palmira Morais","49"
"SEE","SEE/SRE Nova Era Esc103225S","Escola Estadual Professora Palmira Morais - Secretaria","43"
"SEE","SEE/SRE PatosMinas Esc353485","Escola Estadual Professora Paulina de Melo Porto","8"
"SEE","SEE/SRE Manhuaçu Esc75663","Escola Estadual Professora Rita Teixeira de Lacerda","25"
"SEE","SEE/SRE Manhuaçu Esc75663S","Escola Estadual Professora Rita Teixeira de Lacerda - Secretaria","1"
"SEE","SEE/SRE JuizdeFora Esc342661","Escola Estadual Professora Romilda Barbosa","19"
"SEE","SEE/SRE CFabriciano Esc361453","Escola Estadual Professora Sebastiana de Almeida e Silva","26"
"SEE","SEE/SRE CFabriciano Esc361453S","Escola Estadual Professora Sebastiana de Almeida e Silva - Secretaria","6"
"SEE","SEE/SRE Varginha Esc356719","Escola Estadual Professora Selma Bastos","14"
"SEE","SEE/SRE Varginha Esc356719S","Escola Estadual Professora Selma Bastos - Secretaria","11"
"SEE","SEE/SRE Pirapora Esc246140","Escola Estadual Professora Sílvia Alencar Zschaber","10"
"SEE","SEE/SRE Pirapora Esc246140S","Escola Estadual Professora Sílvia Alencar Zschaber - Secretaria","19"
"SEE","SEE/SRE Varginha Esc171255","Escola Estadual Professora Sílvia Mesquita","24"
"SEE","SEE/SRE Varginha Esc171255S","Escola Estadual Professora Sílvia Mesquita - Secretaria","2"
"SEE","SEE/SRE GValadares Esc43265","Escola Estadual Professora Theolinda de Souza Carmo","32"
"SEE","SEE/SRE GValadares Esc43265S","Escola Estadual Professora Theolinda de Souza Carmo - Secretaria","33"
"SEE","SEE/SREB Esc8044","Escola Estadual Professora Vera Maria Rezende","19"
"SEE","SEE/SRE SLagoas Esc141186","Escola Estadual Professora Vitiza Octaviano Viana","9"
"SEE","SEE/SRE SLagoas Esc141186S","Escola Estadual Professora Vitiza Octaviano Viana - Secretaria","16"
"SEE","SEE/SREB Esc9075","Escola Estadual Professora Yolanda Martins","15"
"SEE","SEE/SREB Esc9075S","Escola Estadual Professora Yolanda Martins - Secretaria","2"
"SEE","SEE/SRE GValadares Esc44181","Escola Estadual Professora Zilda Pinheiro da Silva","22"
"SEE","SEE/SRE GValadares Esc44181S","Escola Estadual Professora Zilda Pinheiro da Silva - Secretaria","31"
"SEE","SEE/SRE Januária Esc62405","Escola Estadual Professora Zina Porto","3"
"SEE","SEE/SRE Januária Esc62405S","Escola Estadual Professora Zina Porto - Secretaria","23"
"SEE","SEE/SRE PousoAlegre Esc55816","Escola Estadual Provedor Theófilo Tavares Paes","37"
"SEE","SEE/SRE PousoAlegre Esc55816S","Escola Estadual Provedor Theófilo Tavares Paes - Secretaria","6"
"SEE","SEE/SRE CFabriciano Esc191418","Escola Estadual Prudente de Morais","20"
"SEE","SEE/SRE CFabriciano Esc191418S","Escola Estadual Prudente de Morais - Secretaria","12"
"SEE","SEE/SRE CLafaiete Esc193585","Escola Estadual Queiroz Júnior","12"
"SEE","SEE/SRE CLafaiete Esc193585S","Escola Estadual Queiroz Júnior - Secretaria","13"
"SEE","SEE/SRE Caratinga Esc20494","Escola Estadual Querobino Marques de Oliveira","3"
"SEE","SEE/SRE Caratinga Esc20494S","Escola Estadual Querobino Marques de Oliveira - Secretaria","7"
"SEE","SEE/SRE Manhuaçu Esc75477","Escola Estadual Quinca Franco","38"
"SEE","SEE/SRE Manhuaçu Esc75477S","Escola Estadual Quinca Franco - Secretaria","7"
"SEE","SEE/SRE Uberaba Esc160075","Escola Estadual Quintiliano Jardim","13"
"SEE","SEE/SRE Uberaba Esc160075S","Escola Estadual Quintiliano Jardim - Secretaria","44"
"SEE","SEE/SRE GValadares Esc43273","Escola Estadual Quintino Bocaiúva","25"
"SEE","SEE/SRE GValadares Esc43273S","Escola Estadual Quintino Bocaiúva - Secretaria","6"
"SEE","SEE/SRE Paracatu Esc108537","Escola Estadual Quintino Vargas","18"
"SEE","SEE/SRE Paracatu Esc108537S","Escola Estadual Quintino Vargas - Secretaria","25"
"SEE","SEE/SRE Divinópolis Esc32751","Escola Estadual Quinto Alves Tolentino","19"
"SEE","SEE/SRE Divinópolis Esc32751S","Escola Estadual Quinto Alves Tolentino - Secretaria","8"
"SEE","SEE/SRE CLafaiete Esc194468","Escola Estadual Quinzinho Inácio","9"
"SEE","SEE/SRE CLafaiete Esc194468S","Escola Estadual Quinzinho Inácio - Secretaria","12"
"SEE","SEE/SREB Esc9229","Escola Estadual Rachel Iancu Steurmam","38"
"SEE","SEE/SREB Esc9229S","Escola Estadual Rachel Iancu Steurmam - Secretaria","2"
"SEE","SEE/SRE PousoAlegre Esc56758","Escola Estadual Raimundo Corrêa","13"
"SEE","SEE/SRE PousoAlegre Esc56758S","Escola Estadual Raimundo Corrêa - Secretaria","4"
"SEE","SEE/SRE Guanhães Esc44580","Escola Estadual Raimundo Deco","34"
"SEE","SEE/SRE Guanhães Esc44580S","Escola Estadual Raimundo Deco - Secretaria","3"
"SEE","SEE/SRE Pirapora Esc80764","Escola Estadual Raimundo Nonato da Fonseca","20"
"SEE","SEE/SRE Pirapora Esc80764S","Escola Estadual Raimundo Nonato da Fonseca - Secretaria","3"
"SEE","SEE/SRE SJDelRei Esc134104","Escola Estadual Ramiro de Souza Andrade","9"
"SEE","SEE/SRE SJDelRei Esc134104S","Escola Estadual Ramiro de Souza Andrade - Secretaria","9"
"SEE","SEE/SRE TOtoni Esc146871","Escola Estadual Ramiro Souza e Silva","31"
"SEE","SEE/SRE TOtoni Esc146871S","Escola Estadual Ramiro Souza e Silva - Secretaria","6"
"SEE","SEE/SRE PonteNova Esc217778","Escola Estadual Raul de Leoni","10"
"SEE","SEE/SRE PonteNova Esc217778S","Escola Estadual Raul de Leoni - Secretaria","7"
"SEE","SEE/SRE TOtoni Esc145980","Escola Estadual Raul Ferreira Souto","14"
"SEE","SEE/SRE TOtoni Esc145980S","Escola Estadual Raul Ferreira Souto - Secretaria","24"
"SEE","SEE/SRE TOtoni Esc146447","Escola Estadual Raul Rodrigues Salomão","25"
"SEE","SEE/SRE TOtoni Esc146447S","Escola Estadual Raul Rodrigues Salomão - Secretaria","2"
"SEE","SEE/SRE Ubá Esc182052","Escola Estadual Raul Soares","89"
"SEE","SEE/SRE Uberlândia Esc166740","Escola Estadual Raul Soares","27"
"SEE","SEE/SRE Uberlândia Esc166740S","Escola Estadual Raul Soares - Secretaria","2"
"SEE","SEE/SREC Esc10791","Escola Estadual Raul Teixeira da Costa Sobrinho","31"
"SEE","SEE/SREC Esc10791S","Escola Estadual Raul Teixeira da Costa Sobrinho - Secretaria","53"
"SEE","SEE/SRE CFabriciano Esc190918","Escola Estadual Raulino Cotta Pacheco","47"
"SEE","SEE/SRE CFabriciano Esc190918S","Escola Estadual Raulino Cotta Pacheco - Secretaria","21"
"SEE","SEE/SRE JuizdeFora Esc69523","Escola Estadual Raulino Pacheco","21"
"SEE","SEE/SRE JuizdeFora Esc69523S","Escola Estadual Raulino Pacheco - Secretaria","1"
"SEE","SEE/SRE PonteNova Esc129313","Escola Estadual Regina Pacis","11"
"SEE","SEE/SRE PonteNova Esc129313S","Escola Estadual Regina Pacis - Secretaria","18"
"SEE","SEE/SRE Itajubá Esc55735","Escola Estadual Renascer - Educação Especial","20"
"SEE","SEE/SRE Itajubá Esc55735S","Escola Estadual Renascer - Educação Especial - Secretaria","1"
"SEE","SEE/SRE MClaros Esc79537","Escola Estadual Renato Azeredo","55"
"SEE","SEE/SREC Esc11053","Escola Estadual Renato Azeredo","45"
"SEE","SEE/SRE MClaros Esc79537S","Escola Estadual Renato Azeredo - Secretaria","18"
"SEE","SEE/SREC Esc11053S","Escola Estadual Renato Azeredo - Secretaria","57"
"SEE","SEE/SRE SLagoas Esc34860","Escola Estadual Renato Filgueiras","22"
"SEE","SEE/SRE SLagoas Esc34860S","Escola Estadual Renato Filgueiras - Secretaria","4"
"SEE","SEE/SRE Manhuaçu Esc75116","Escola Estadual Renato Gusman","77"
"SEE","SEE/SRE Manhuaçu Esc75116S","Escola Estadual Renato Gusman - Secretaria","13"
"SEE","SEE/SREC Esc10812","Escola Estadual Reny de Souza Lima","35"
"SEE","SEE/SREC Esc10812S","Escola Estadual Reny de Souza Lima - Secretaria","47"
"SEE","SEE/SREC Esc9482","Escola Estadual Reparata Dias Oliveira","20"
"SEE","SEE/SREC Esc9482S","Escola Estadual Reparata Dias Oliveira - Secretaria","16"
"SEE","SEE/SRE Caratinga Esc20214","Escola Estadual Reverendo Boanerges de Almeida Leitão","9"
"SEE","SEE/SRE Caratinga Esc20214S","Escola Estadual Reverendo Boanerges de Almeida Leitão - Secretaria","12"
"SEE","SEE/SRE Manhuaçu Esc75728","Escola Estadual Reverendo Cicero Siqueira","24"
"SEE","SEE/SRE Manhuaçu Esc75728S","Escola Estadual Reverendo Cicero Siqueira - Secretaria","13"
"SEE","SEE/SRE GValadares Esc41823","Escola Estadual Reverendo Rafael Leonor","21"
"SEE","SEE/SRE GValadares Esc41823S","Escola Estadual Reverendo Rafael Leonor - Secretaria","6"
"SEE","SEE/SRE Januária Esc63401","Escola Estadual Riacho Fundo","3"
"SEE","SEE/SRE Januária Esc63401S","Escola Estadual Riacho Fundo - Secretaria","12"
"SEE","SEE/SRE TOtoni Esc147826","Escola Estadual Ribeirão de Santa Cruz","6"
"SEE","SEE/SRE TOtoni Esc147826S","Escola Estadual Ribeirão de Santa Cruz - Secretaria","13"
"SEE","SEE/SRE Araçuaí Esc23183","Escola Estadual Ribeirão do Altar","22"
